Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
7,1,0.05,2,24,49,0.442731277533035,358.28,0,880000,b,1573
11,1,0.49,2,5,16,0.530837004405281,350.86,1,959200,b,8512
9,1,0.2,2,7,30,0.608663729809104,358.28,1,888800,b,115
11,0,0.5,3,34,72,0.596916299559467,349.8,1,836000,b,1716
10,0,0.4,3,10,24,0.703377386196771,371,1,985600,c,7584
7,1,0,1,13,38,0.567547723935388,372.06,1,836000,b,8410
6,1,0.08,2,19,48,0.353157121879575,377.36,1,897600,c,5865
11,0,0.45,6,16,65,0.524963289280475,334.96,1,1311200,d,9120
6,0,0.21,2,26,64,0.501468428781202,359.34,1,836000,c,3032
6,0,0.25,2,3,15,0.500734214390595,377.36,1,924000,c,8385
9,0,0.36,2,13,31,0.473568281938328,356.16,1,985600,c,5297
7,1,0.31,2,15,100,0.494126284875182,334.96,1,800800,b,12073
7,1,0.08,2,14,27,0.369309838472828,340.26,1,1038400,d,6940
7,1,0,3,21,37,0.398678414096916,376.3,0,994400,b,9202
9,1,0.33,1,5,15,0.582232011747428,351.92,1,924000,c,761
7,1,0.08,2,10,45,0.417767988252572,367.82,1,994400,c,8733
10,0,0.47,2,6,24,0.552863436123348,327.54,1,915200,b,8778
6,1,0.08,2,19,44,0.241556534508072,369.94,0,1064800,c,8116
11,1,0.43,2,29,52,0.516152716593241,333.9,1,1003200,b,8912
8,1,0.05,2,4,9,0.486784140969162,360.4,0,924000,a,5765
8,0,0.12,2,6,16,0.363436123348022,344.5,0,924000,a,6492
8,1,0.03,4,17,45,0.685022026431714,372.06,1,862400,b,9504
9,0,0.31,2,12,36,0.542584434654917,348.74,2,827200,c,3554
7,1,0.21,2,7,62,0.494126284875182,373.12,1,862400,b,3158
7,1,0.18,2,27,130,0.450073421439055,344.5,1,836000,b,8842
11,0,0.53,3,11,35,0.523494860499261,340.26,1,976800,c,1261
9,1,0.18,3,5,30,0.571953010279005,344.5,1,915200,b,3982
8,0,0.3,2,2,44,0.567547723935388,360.4,1,959200,e,3043
7,0,0.3,3,35,67,0.582232011747428,372.06,1,880000,b,5382
7,0,0.29,2,31,54,0.522026431718055,356.16,1,862400,c,4284
8,0,0.32,3,4,10,0.410425844346544,360.4,1,1012000,c,5665
10,1,0.25,2,9,32,0.479441997063142,333.9,0,836000,b,10200
7,1,0.01,2,8,25,0.485315712187948,368.88,1,932800,c,4344
8,1,0.07,2,16,40,0.408957415565339,356.16,1,827200,b,10880
8,1,0.21,2,14,40,0.420704845814975,333.9,1,968000,b,5812
8,0,0.26,2,1,22,0.363436123348022,359.34,0,1029600,a,9940
7,1,0.21,2,8,22,0.488252569750367,361.46,1,792000,c,2704
12,0,0.55,2,22,50,0.707048458149781,328.6,1,906400,b,12192
6,1,0.1,3,12,28,0.398678414096916,378.42,0,976800,c,3195
7,1,0.02,2,9,15,0.367841409691623,355.1,1,844800,b,11623
7,1,0.26,7,29,65,0.666666666666664,348.74,0,836000,b,11838
8,1,0.28,4,51,98,0.535242290748898,341.32,1,880000,c,8955
8,1,0.24,2,10,65,0.461820851688691,348.74,1,862400,c,2784
5,0,0,2,32,55,0.184287812041103,369.94,0,1012000,d,197
7,1,0.12,2,18,101,0.450073421439055,358.28,0,888800,b,9624
7,1,0.26,2,31,119,0.545521292217329,368.88,1,827200,b,10597
7,0,0,2,7,19,0.461820851688691,365.7,1,897600,b,269
8,0,0.23,2,5,16,0.523494860499261,359.34,0,950400,b,4357
12,0,0.47,3,19,41,0.620411160058741,309.52,2,1073600,c,4190
12,0,0.63,2,6,20,0.674008810572684,343.44,1,994400,b,7481
8,1,0.24,2,5,12,0.534508076358291,375.24,0,827200,b,5398
7,0,0.29,2,36,165,0.464757709251094,339.2,1,836000,b,4433
9,1,0,3,11,31,0.598384728340681,364.64,1,897600,c,2853
14,0,0.65,4,6,15,0.964023494860508,312.7,1,976800,c,9666
10,0,0.64,2,6,19,0.409691629955946,341.32,1,1082400,d,2708
10,0,0.73,2,3,8,0.339941262848749,334.96,1,985600,d,7042
12,0,0.57,2,3,9,0.640969162995595,337.08,1,959200,b,3893
9,1,0.34,1,5,77,0.552863436123348,345.56,1,862400,c,6967
7,0,0.33,3,14,87,0.582232011747428,369.94,1,897600,c,2138
8,0,0.24,2,10,28,0.428046989720995,359.34,1,880000,c,101
9,1,0.16,2,21,84,0.611600587371507,375.24,1,836000,b,3730
14,0,0.79,2,6,15,0.707048458149781,315.88,1,809600,c,2867
8,1,0.1,6,27,126,0.802496328928039,339.2,1,994400,c,10326
7,1,0,2,16,26,0.556534508076358,364.64,1,836000,b,11474
7,1,0.21,2,15,60,0.508810572687221,355.1,1,792000,a,2198
11,0,0.64,2,7,27,0.618942731277535,311.64,2,844800,b,11110
7,0,0.24,2,19,65,0.404552129221722,360.4,1,915200,b,4059
7,1,0.01,2,27,37,0.267254038179141,359.34,0,1100000,d,9674
12,1,0.66,3,10,23,0.670337738619674,319.06,1,950400,c,1635
8,1,0.09,2,27,55,0.453744493392064,348.74,1,818400,b,3908
8,1,0.2,3,14,38,0.403817914831131,342.38,1,836000,b,4965
9,0,0.4,2,10,21,0.399412628487515,340.26,1,897600,d,9631
6,0,0.39,2,40.5,127,0.266519823788543,349.8,1,1020800,c,9073
10,0,0.39,3,7,11,0.523494860499261,343.44,1,968000,d,10501
7,1,0.08,2,28,109,0.420704845814975,354.04,1,871200,b,6474
7,0,0.25,2,14,24,0.302496328928043,364.64,1,959200,c,9850
11,0,0.47,2,13,25,0.73641703377386,336.02,1,818400,c,11500
9,0,0.54,4,5,13,0.425110132158592,333.9,1,994400,e,2214
8,0,0.68,2,16,62,0.501468428781202,349.8,1,809600,b,6174
9,0,0.34,2,12,25,0.353157121879575,342.38,1,1091200,d,8016
8,0,0.31,2,8,11,0.278267254038179,348.74,1,1100000,e,7561
8,0,0.31,2,32,84,0.494126284875182,346.62,1,827200,b,10550
7,1,0.54,2,12,47,0.582232011747428,363.58,1,844800,a,9164
7,1,0.03,2,7,13,0.422173274596181,354.04,1,809600,c,3537
9,0,0.41,8,18,148,0.625550660792948,347.68,1,774400,b,4659
6,1,0.04,2,11,44,0.479441997063142,377.36,1,818400,c,421
8,1,0.22,2,12,65,0.494126284875182,342.38,1,836000,b,1673
11,0,0.45,3,20,69,0.580763582966222,328.6,1,888800,c,3619
8,1,0.06,2,9,29,0.534508076358291,358.28,0,800800,a,9182
8,1,0.15,2,13,30,0.475770925110132,348.74,0,844800,c,9418
8,0,0.29,4,9,44,0.545521292217329,374.18,1,968000,a,7480
6,0,0.25,2,3,44,0.332599118942729,354.04,0,924000,b,3439
10,0,0.52,7,13,27,0.831864904552135,348.74,1,888800,c,10861
11,0,0.58,3,5,17,0.640969162995595,341.32,1,924000,b,1172
8,0,0.23,2,18,34,0.316446402349476,334.96,1,862400,c,8177
8,0,0.1,3,5,16,0.621879588839938,349.8,0,836000,c,10120
6,1,0,2,3,11,0.317914831130681,383.72,1,950400,d,796
7,1,0.21,2,15,105,0.464757709251094,356.16,1,888800,b,9821
7,1,0.02,2,17,30,0.464757709251094,365.7,1,976800,c,8
11,0,0.74,5,6,21,0.596916299559467,347.68,1,880000,a,2170
6,1,0,2,7,19,0.28854625550661,378.42,1,862400,b,7750
9,1,0.26,2,9,31,0.516152716593241,346.62,0,827200,b,5435
7,0,0,2,15,30,0.376651982378848,364.64,1,932800,c,9700
10,1,0.11,3,30,73,0.629955947136565,351.92,1,827200,b,4519
8,0,0.27,2,19,51,0.589574155653448,367.82,1,844800,b,8098
7,0,0.22,8,37.5,82,0.567547723935388,357.22,0,809600,b,5546
8,1,0.7,6,3,11,0.204845814977973,322.24,1,1126400,c,523
11,0,0.68,2,12,24,0.582232011747428,343.44,1,924000,c,6099
7,0,0.37,3,18,72,0.357562408223192,330.72,1,994400,d,8649
8,0,0.34,2,16,47,0.437591776798819,357.22,1,968000,c,1686
10,0,0.49,2,15,33,0.406020558002936,343.44,1,1020800,d,8452
16,1,0.65,2,6,27,0.633627019089575,309.52,1,809600,e,5875
9,0,0.47,2,9,20,0.545521292217329,333.9,1,827200,b,9336
8,1,0.18,2,10,23,0.486784140969162,349.8,1,862400,b,1886
8,1,0.03,2,25,43,0.512481644640231,354.04,0,818400,b,5608
12,1,0.71,3,12,41,0.640969162995595,318,1,1073600,d,4109
9,0,0.38,2,10,39,0.473568281938328,351.92,1,959200,d,4045
7,0,0.31,2,9,48,0.567547723935388,361.46,1,959200,c,11715
7,1,0,2,6,13,0.353157121879575,365.7,1,932800,b,6905
6,1,0,2,7,23,0.182819383259905,365.7,1,1135200,b,5639
8,1,0.1,2,7,37,0.538179148311301,354.04,1,836000,b,4474
6,0,0.19,3,8,25,0.480176211453741,340.26,1,985600,b,12247
8,1,0,2,33,45,0.419236417033762,361.46,1,968000,c,4170
7,1,0.02,2,5,13,0.407488986784141,354.04,1,924000,b,11253
7,1,0,2,7,20,0.439794419970632,355.1,1,915200,c,5920
7,1,0.26,5,16,101,0.518355359765046,345.56,0,836000,b,5576
7,0,0.11,3,12,30,0.375183553597643,356.16,1,932800,b,3044
8,0,0.6,2,35,103,0.488252569750367,356.16,1,853600,b,11108
8,1,0.12,2,17,42,0.456681350954476,340.26,1,853600,b,4612
7,0,0.18,2,15,39,0.356093979441994,357.22,1,959200,c,11671
11,1,0.22,3,30,145,0.596916299559467,333.9,1,818400,b,74
9,0,0.32,2,19,133,0.523494860499261,304.22,2,871200,d,4182
7,1,0,2,3,12,0.441262848751829,359.34,0,959200,a,3948
6,1,0.01,2,40,54,0.416299559471358,375.24,0,950400,c,12029
7,0,0.6,2,35,125,0.386930983847279,354.04,1,985600,a,9538
8,0,0.42,2,9,26,0.450073421439055,355.1,1,932800,c,6477
7,0,0.19,2,9,25,0.339941262848749,360.4,1,959200,c,8937
10,1,0.24,2,6,31,0.729074889867841,340.26,1,915200,c,9193
12,1,0.71,2,3,8,0.589574155653448,323.3,1,897600,a,4465
9,1,0.18,3,21,119,0.582232011747428,342.38,1,836000,b,2505
8,0,0.26,2,10,30,0.413362701908955,327.54,0,853600,b,5034
8,1,0.2,2,15,77,0.464757709251094,338.14,1,836000,b,9923
8,0,0.34,2,15,29,0.376651982378848,357.22,1,1064800,d,6243
8,1,0.32,3,21,68,0.530837004405281,361.46,1,862400,b,2202
6,0,0.22,8,6,12,0.414831130690161,382.66,1,897600,d,5242
8,1,0.2,2,17,54,0.398678414096916,351.92,1,959200,c,7686
7,1,0.14,2,15,29,0.486784140969162,382.66,1,862400,b,5818
8,1,0.12,3,12,32,0.584434654919232,368.88,1,1012000,d,7801
7,0,0,2,32,63,0.470631424375908,362.52,1,897600,b,12376
10,1,0.61,2,3,6,0.466226138032308,322.24,1,836000,c,7225
8,1,0.27,3,17,91,0.552863436123348,345.56,1,836000,c,1519
7,1,0,2,22,47,0.494126284875182,366.76,1,853600,b,1802
8,0,0.23,2,23,53,0.472099853157122,348.74,1,836000,c,10622
9,0,0.45,2,32,59,0.473568281938328,347.68,1,827200,c,1235
11,0,0.6,2,7,27,0.626284875183555,327.54,1,800800,b,10627
9,1,0.49,2,20,69,0.452276064610859,340.26,1,836000,b,7196
9,1,0.14,3,6,32,0.611600587371507,352.98,1,932800,b,1533
10,0,0.34,2,17,25,0.403083700440524,324.36,1,1056000,d,8561
6,1,0.1,2,13,64,0.428046989720995,377.36,1,915200,b,443
7,1,0.02,2,9,18,0.380323054331858,356.16,0,880000,c,7337
11,0,0.49,2,15,75,0.73641703377386,324.36,0,800800,b,8530
6,1,0.33,3,51,140,0.266519823788543,352.98,1,1029600,c,8004
12,0,0.52,4,31,98,0.802496328928039,347.68,1,924000,a,684
8,0,0.24,2,10,33,0.317180616740083,334.96,1,880000,c,6877
8,1,0,1,10,18,0.478707782672535,358.28,1,800800,c,6382
8,0,0.34,2,11,46,0.530837004405281,360.4,1,906400,d,6772
7,0,0.02,2,18,87,0.413362701908955,354.04,1,941600,c,2873
10,0,0.5,4,9,24,0.457415565345074,342.38,1,1038400,b,10889
6,1,0.02,2,29,52,0.354625550660789,365.7,1,932800,c,1787
9,1,0.38,2,8,60,0.655653450807642,357.22,1,888800,a,2617
8,0,0.43,2,29,48,0.362701908957415,346.62,1,1073600,d,2838
8,0,0.59,2,26,35,0.426578560939781,324.36,1,1003200,c,856
8,1,0.06,2,20,42,0.372246696035231,372.06,0,906400,b,6982
7,0,0.6,2,25,35,0.460352422907486,382.66,1,1003200,c,1465
9,0,0.38,2,21,78,0.523494860499261,328.6,1,862400,b,10720
8,0,0.49,6,21,121,0.567547723935388,334.96,1,818400,b,7430
7,1,0.02,2,35,92,0.410425844346544,351.92,1,827200,c,7747
8,1,0.24,2,15,63,0.444199706314248,338.14,0,836000,b,4919
7,1,0.15,2,19,40,0.470631424375908,354.04,1,809600,b,11426
8,0,0.38,2,19,58,0.582232011747428,336.02,0,897600,c,10649
7,1,0.26,2,42,145,0.494126284875182,351.92,1,871200,b,9122
8,0,0.29,3,14,28,0.472099853157122,350.86,1,924000,c,9647
9,0,0.48,2,22,37,0.501468428781202,354.04,1,959200,c,4282
7,1,0,1,6,11,0.372246696035231,359.34,0,880000,d,6192
8,1,0.15,4,27,45,0.404552129221722,351.92,0,924000,b,9871
10,0,0.35,2,24,90,0.611600587371507,333.9,1,809600,b,1411
6,1,0.03,2,21,99,0.391336270190888,379.48,1,950400,b,8611
11,0,0.49,3,34,98,0.596916299559467,351.92,1,959200,c,97
8,1,0.49,2,6,14,0.392804698972102,364.64,1,1091200,c,6166
8,1,0,2,19,39,0.567547723935388,359.34,1,888800,c,5254
7,1,0.02,2,17,31,0.494126284875182,379.48,1,862400,b,5107
8,0,0.32,3,14,29,0.389867841409682,346.62,0,994400,c,7351
8,0,0.4,3,10,21,0.508810572687221,350.86,1,1029600,c,9767
11,0,0.58,3,16,41,0.508810572687221,330.72,1,1029600,d,2660
9,1,0.26,3,24,48,0.648311306901614,350.86,1,871200,c,11854
7,1,0.08,2,14,45,0.385462555066082,358.28,1,1038400,d,9380
12,0,0.54,2,24,41,0.589574155653448,333.9,1,915200,c,1863
8,1,0,3,25,44,0.464757709251094,356.16,0,924000,b,5989
8,1,0.16,2,21,64,0.398678414096916,349.8,1,836000,b,6321
7,1,0.22,2,9,72,0.516152716593241,323.3,2,809600,b,10036
8,0,0.36,2,6,17,0.582232011747428,337.08,1,880000,b,11787
10,1,0.43,3,5,14,0.685022026431714,330.72,1,932800,b,11773
7,1,0,2,5,27,0.558737151248155,363.58,1,809600,b,4807
9,0,0.4,2,15,40,0.582232011747428,352.98,1,924000,d,5494
7,0,0.31,2,15,42,0.523494860499261,349.8,1,809600,c,394
5,1,0.19,8,36,121,0.273861967694562,378.42,1,994400,c,5357
8,1,0.23,2,9,23,0.486784140969162,345.56,1,818400,b,759
7,0,0.1,2,12,24,0.441997063142428,349.8,1,871200,c,7169
8,0,0.36,2,5,12,0.342878120411152,349.8,1,1047200,d,3639
9,0,0.44,2,32,85,0.523494860499261,347.68,1,853600,b,2139
9,1,0.14,3,11,32,0.646842878120401,359.34,0,906400,b,4874
8,0,0.19,2,24,122,0.494126284875182,341.32,1,836000,b,4112
7,1,0,2,34,54,0.574889867841408,373.12,1,897600,b,10952
6,1,0.14,2,15,27,0.260646108663728,383.72,1,1152800,c,11142
8,0,0.23,2,13,26,0.339941262848749,328.6,1,862400,c,2512
7,0,0.2,2,16,24,0.179882525697502,358.28,1,1073600,c,12147
7,1,0.05,2,18,44,0.398678414096916,374.18,1,915200,b,2783
10,0,0.54,2,5,10,0.414831130690161,341.32,1,1020800,c,12286
10,1,0.49,3,22,56,0.611600587371507,351.92,1,836000,b,2309
10,0,0.63,4,5,13,0.552863436123348,323.3,1,1056000,d,8800
9,1,0.34,2,7,38,0.655653450807642,358.28,1,950400,b,2066
7,1,0,4,25,55,0.747430249632898,367.82,1,862400,b,3612
9,1,0.11,2,12,42,0.501468428781202,352.98,1,853600,b,9675
11,0,0.41,2,7,12,0.526431718061672,337.08,1,950400,c,5612
9,1,0.22,2,10,21,0.502936857562407,332.84,0,800800,b,11935
8,1,0,2,6,14,0.464757709251094,351.92,1,906400,c,11452
7,1,0,2,12,40,0.490455212922172,366.76,1,800800,c,11538
8,1,0.29,2,26,88,0.453744493392064,355.1,1,871200,a,7288
9,1,0.39,1,5,19,0.494126284875182,350.86,1,827200,c,6613
11,0,0.49,3,10,37,0.574889867841408,341.32,1,1056000,c,3516
7,1,0,2,39,55,0.406020558002936,380.54,1,950400,c,6414
9,1,0.05,2,24,35,0.552863436123348,343.44,1,853600,b,4379
8,1,0.12,2,15,113,0.406020558002936,346.62,0,836000,b,8175
7,1,0.01,2,17,26,0.372246696035231,355.1,1,950400,d,3063
10,0,0.44,2,5,17,0.563142437591771,340.26,1,862400,d,1084
12,0,0.51,2,10,37,0.582232011747428,329.66,1,871200,c,287
8,1,0,3,11,35,0.464757709251094,345.56,1,827200,c,3891
8,1,0.21,2,7,28,0.332599118942729,328.6,0,809600,b,10696
7,0,0.24,2,28,58,0.406020558002936,355.1,1,888800,b,1637
7,1,0.06,2,15,20,0.332599118942729,359.34,1,906400,b,10175
6,0,0.78,5,5,19,0.469162995594711,377.36,1,1126400,c,2413
8,1,0.27,2,12,20,0.494126284875182,349.8,1,836000,b,11844
7,1,0.09,3,4,12,0.457415565345074,352.98,1,941600,a,8417
7,1,0.02,2,19,43,0.506607929515417,366.76,1,862400,c,5165
7,1,0.17,2,15,60,0.516152716593241,366.76,1,809600,b,2542
7,1,0,2,40,54,0.394273127753299,359.34,0,973866.666666669,c,3927
9,0,0.4,4,7,20,0.552863436123348,339.2,1,1108800,c,8430
7,1,0.26,5,7,22,0.633627019089575,366.76,1,968000,a,5677
8,1,0.26,2,16,86,0.486784140969162,345.56,1,809600,a,1300
7,1,0,2,5,13,0.407488986784141,365.7,1,836000,b,8534
8,1,0.25,3,21,38,0.545521292217329,354.04,1,836000,c,10041
6,1,0,2,6,14,0.182819383259905,379.48,1,1152800,c,81
7,0,0.48,2,7,20,0.392804698972102,348.74,1,1003200,c,10439
7,1,0.26,3,23,147,0.465491923641701,354.04,1,1012000,c,6919
7,1,0.1,1,39,47,0.472834067547721,366.76,1,924000,b,7642
8,0,0.3,2,8,25,0.461820851688691,341.32,1,862400,c,957
7,0,0.28,3,19,82,0.468428781204104,344.5,1,827200,b,8495
9,1,0.24,3,15,93,0.714390602055801,368.88,1,853600,b,2045
6,1,0,2,7,16,0.399412628487515,362.52,1,1012000,b,9643
9,0,0.5,2,17,29,0.284140969162985,337.08,1,985600,d,5721
6,1,0,2,7,12,0.399412628487515,367.82,1,968000,b,2278
6,1,0.09,2,7,19,0.347283406754769,368.88,1,1003200,b,2112
10,1,0.34,2,21,59,0.546989720998534,345.56,1,906400,c,4364
8,1,0.06,2,22,42,0.279001468428778,354.04,0,985600,c,11829
7,1,0,2,7,16,0.172540381791482,364.64,1,1135200,d,6653
6,0,0,2,3,14,0.391336270190888,356.16,1,880000,c,1366
9,1,0.26,2,32,133,0.599118942731272,290.44,1,809600,b,10678
8,0,0.57,2,9,41,0.285609397944199,319.06,1,1135200,c,2124
7,1,0.02,2,15,39,0.378120411160062,365.7,1,1029600,d,12140
8,0,0.51,2,15,40,0.23568281938325,358.28,1,1073600,c,2984
7,1,0.08,2,8,16,0.464757709251094,384.78,1,915200,c,9382
12,1,0.66,2,6,14,0.501468428781202,318,1,897600,b,4194
9,0,0.65,8,13,25,0.625550660792948,343.44,1,818400,c,4764
7,1,0.08,3,42,110,0.482378854625545,339.2,0,827200,b,5194
12,0,0.51,4,5,14,0.802496328928039,339.2,1,968000,b,7473
7,1,0,4,25,61,0.538179148311301,354.04,1,836000,b,3617
7,1,0.18,2,13,31,0.420704845814975,355.1,1,853600,b,9578
9,1,0.18,2,10,31,0.552863436123348,332.84,1,880000,b,4635
8,1,0,2,7,16,0.449339207048448,358.28,1,906400,c,838
8,0,0.4,2,6,15,0.435389133627015,350.86,1,1003200,c,9747
9,1,0.49,3,41,141,0.582232011747428,364.64,1,853600,b,10350
10,0,0.34,2,9,36,0.463289280469889,338.14,1,968000,d,7180
5,0,0,2,16,24,0.107929515418493,394.32,1,1047200,d,565
8,0,0.44,3,8,18,0.472099853157122,365.7,1,932800,c,11429
7,1,0.02,2,5,10,0.450073421439055,365.7,1,827200,b,1506
11,0,0.42,2,6,16,0.491189427312779,330.72,1,959200,d,4906
8,0,0.32,3,29,58,0.494126284875182,355.1,0,985600,c,5895
12,0,0.53,3,29,68,0.692364170337741,321.18,1,844800,b,4036
8,1,0,2,9,22,0.538179148311301,351.92,0,862400,a,367
10,1,0.28,3,26,77,0.648311306901614,334.96,1,871200,b,5250
7,1,0.26,2,17,91,0.425110132158592,334.96,1,827200,c,6648
6,1,0.05,2,9,37,0.523494860499261,374.18,1,862400,b,2366
8,0,0.4,2,34,98,0.356093979441994,352.98,1,1020800,d,8265
16,1,0.68,3,6,15,0.670337738619674,303.16,1,932800,b,1128
8,0,0.48,2,5,10,0.469897209985318,341.32,1,915200,c,5992
7,1,0.13,2,15,20,0.395741556534505,348.74,1,871200,c,11742
8,1,0.14,2,17,63,0.442731277533035,329.66,0,836000,c,9214
7,1,0,1,22,31,0.479441997063142,379.48,1,950400,c,2108
9,0,0.31,2,21,39,0.502936857562407,339.2,1,906400,b,3023
8,1,0.22,2,20,114,0.464757709251094,345.56,1,836000,b,12377
7,0,0.18,2,18,24,0.179882525697502,361.46,1,1073600,c,10994
10,0,0.43,3,4,10,0.508810572687221,342.38,1,968000,e,507
8,1,0.22,2,14,81,0.530837004405281,339.2,1,827200,b,8969
7,1,0.31,2,13,105,0.447136563876652,347.68,1,862400,c,270
7,0,0.25,2,4,15,0.334067547723935,360.4,1,959200,b,11481
7,1,0.17,5,52,140,0.450807635829661,311.64,0,827200,b,11406
6,0,0,2,7,20,0.306901615271652,371,1,1003200,d,3676
10,1,0.26,3,8,21,0.552863436123348,343.44,1,924000,b,2594
11,0,0.44,4,6,28,0.703377386196771,331.78,1,792000,c,11939
6,1,0.1,3,16,99,0.245227606461082,375.24,0,1003200,a,10985
8,0,0.4,2,6,17,0.437591776798819,351.92,1,1047200,d,677
9,1,0.14,3,9,54,0.640969162995595,355.1,1,827200,b,10402
8,1,0.7,5,6,19,0.508810572687221,340.26,1,871200,b,344
8,0,0.11,2,9,49,0.435389133627015,337.08,0,844800,c,4250
9,0,0.56,2,16,44,0.473568281938328,360.4,1,906400,d,12035
6,1,0.09,2,15,26,0.241556534508072,365.7,1,1126400,c,4390
8,2,0.03,2,27,87,0.435389133627015,358.28,1,853600,c,1591
8,1,0.21,2,7,28,0.395741556534505,345.56,1,897600,b,857
12,0,0.56,2,15,40,0.420704845814975,320.12,1,1047200,d,10140
7,1,0.03,3,21,90,0.530837004405281,354.04,1,924000,c,9167
6,1,0,2,28,60,0.501468428781202,369.94,1,853600,b,1493
7,1,0.15,2,13,29,0.428046989720995,358.28,1,906400,c,2905
8,1,0.24,2,5,28,0.479441997063142,345.56,1,862400,b,3850
7,0,0.6,2,24,121,0.156387665198229,330.72,1,1012000,c,8399
8,1,0.24,2,8,21,0.450073421439055,339.2,0,880000,b,7397
7,0,0.24,2,19,36,0.347283406754769,355.1,1,932800,b,2018
11,0,0.41,2,27,47,0.552863436123348,316.94,1,880000,c,9815
7,0,0.36,2,18,31,0.341409691629955,354.04,1,994400,d,11926
11,0,0.43,2,16,39,0.73641703377386,336.02,1,809600,b,9272
9,1,0.21,2,8,28,0.655653450807642,361.46,1,888800,b,8966
6,1,0.15,5,29,73,0.486049926578555,364.64,1,818400,b,5663
7,0,0.28,2,26,61,0.508810572687221,364.64,1,853600,c,9562
7,1,0.17,5,52,140,0.582966226138035,374.18,1,897600,b,1998
7,1,0.06,6,15,29,0.240088105726866,359.34,1,976800,b,917
6,1,0.31,13,66,92,0.353157121879575,364.64,1,1073600,c,2531
9,0,0.48,4,3,10,0.633627019089575,347.68,1,1047200,c,5290
10,1,0.28,3,35,147,0.582232011747428,333.9,0,809600,b,1704
8,0,0.29,2,13,28,0.428046989720995,341.32,1,880000,c,12351
7,0,0.36,2,13,87,0.501468428781202,333.9,1,844800,b,1634
8,0,0.44,4,25,104,0.571953010279005,352.98,1,924000,b,3705
8,1,0.15,3,33,71,0.482378854625545,339.2,1,862400,b,12281
9,0,0.49,3,18,98,0.671806167400888,348.74,1,827200,b,445
7,0,0.37,2,13,58,0.596916299559467,363.58,1,871200,c,247
6,1,0.21,2,14,47,0.500734214390595,379.48,1,897600,b,8925
6,1,0,4,23,52,0.414831130690161,369.94,0,950400,c,4037
8,1,0.22,2,12,86,0.486784140969162,345.56,1,818400,b,8289
7,1,0.03,2,17,42,0.523494860499261,366.76,1,827200,a,6282
8,1,0.2,3,6,31,0.545521292217329,354.04,1,809600,c,7272
8,1,0.35,2,21,68,0.508810572687221,361.46,1,844800,b,5896
8,0,0.31,2,26,53,0.437591776798819,344.5,1,880000,c,9781
10,1,0.07,2,6,19,0.530837004405281,336.02,0,827200,a,7331
9,0,0.44,2,34,103,0.567547723935388,326.48,1,853600,b,8843
10,1,0.48,2,15,88,0.419236417033762,322.24,1,836000,b,4873
8,1,0.33,2,24,81,0.523494860499261,352.98,1,836000,b,2902
8,0,0.4,2,6,16,0.379588839941259,346.62,1,1038400,e,2557
7,1,0.14,2,13,27,0.286343612334798,360.4,1,1038400,c,6544
7,1,0.09,2,4,25,0.558737151248155,372.06,1,853600,b,5182
9,0,0.41,2,12,52,0.360499265785603,346.62,1,1091200,d,8128
10,1,0.32,2,21,59,0.582232011747428,340.26,0,880000,b,2980
10,0,0.4,3,10,37,0.535242290748898,337.08,1,1029600,d,4160
9,0,0.3,2,8,22,0.447136563876652,339.2,1,959200,d,5263
8,1,0.04,2,12,39,0.486784140969162,356.16,1,862400,b,11661
9,0,0.3,3,10,30,0.464757709251094,338.14,1,1064800,d,5326
8,1,0.18,2,24,105,0.450073421439055,350.86,0,871200,b,10028
8,1,0.11,2,11,44,0.417767988252572,354.04,1,827200,b,11535
8,1,0.22,2,33,141,0.464757709251094,340.26,0,862400,a,3721
11,0,0.48,2,7,24,0.633627019089575,336.02,1,800800,c,1521
9,1,0.24,3,29,139,0.582232011747428,343.44,1,827200,b,8194
8,0,0.26,2,1,45,0.528634361233485,340.26,1,792000,c,7432
16,1,0.63,2,15,49,0.77312775330396,320.12,1,809600,c,2235
8,1,0.2,2,7,31,0.558737151248155,350.86,1,836000,b,336
6,1,0.15,2,26,35,0.207782672540376,357.22,1,1038400,c,2866
8,0,0.14,2,9,49,0.453744493392064,336.02,0,836000,b,11711
8,1,0.1,2,7,22,0.450073421439055,354.04,1,959200,a,2562
8,0,0.42,2,11,27,0.574889867841408,356.16,1,906400,c,11809
7,1,0,2,39,54,0.406020558002936,373.12,1,1012000,d,9184
7,1,0.08,3,22,57,0.567547723935388,371,1,836000,b,3529
10,1,0.48,2,6,19,0.538179148311301,337.08,1,897600,a,6033
7,1,0.26,2,23,48,0.582232011747428,365.7,1,844800,b,713
8,0,0.28,2,27,65,0.504405286343605,369.94,1,836000,c,1699
7,1,0.17,2,6,31,0.439794419970632,352.98,1,809600,b,8288
6,1,0,2,7,19,0.303230543318642,365.7,1,1012000,d,5073
8,1,0.21,2,32,119,0.420704845814975,344.5,0,871200,b,937
9,1,0.13,2,12,53,0.502936857562407,339.2,1,871200,b,3764
9,1,0.12,2,9,31,0.608663729809104,345.56,1,924000,c,11668
13,0,0.72,3,17,53,0.831864904552135,318,1,924000,c,4551
